criterion;direction;;;;;;
c1;1;;;;;;
c2;1;;;;;;
c3;1;;;;;;
c4;1;;;;;;
c5;1;;;;;;
c6;1;;;;;;
;;;;;;;
category;rank;;;;;;
cat0;1;;;;;;
cat1;2;;;;;;
cat2;3;;;;;;
cat3;4;;;;;;
;;;;;;;
pt;c1;c2;c3;c4;c5;c6;assignment
a1;0.072825;0.006012;0.092843;1;0.307692;0.727273;cat3
a2;0.008092;0.248497;0.499499;0.125;0.153846;0.181818;cat3
a3;0.008092;0.248497;0.499499;0.125;0.153846;0.181818;cat3
a4;0.008092;0.248497;0.499499;0.125;0.153846;0.181818;cat3
a5;0.008092;0.248497;0.249249;0.125;0.153846;0.090909;cat3
a6;0.006069;0.248497;0.499499;0.25;0.153846;0.181818;cat3
a7;0.004046;0.498998;0.499499;0.25;0.307692;0.181818;cat3
a8;0.004046;0.498998;0.499499;0.25;0.307692;0.181818;cat3
a9;0.004046;0.498998;1;0.25;0.307692;0.181818;cat3
a10;0.004046;1;1;0.5;0.615385;0.363636;cat3
a11;0.25826;0.029309;0.045921;0;0.019231;0.011364;cat0
a12;0.25826;0.014028;0.053741;0.015625;0.019231;0.034091;cat0
a13;0.028995;0.060621;0.124124;0.253906;0.019231;0.045455;cat2
a14;0.022252;0.123246;0.249249;0.253906;0.019231;0.045455;cat3
a15;0.224545;0;0;0;0.019231;0.022727;cat0
a16;0.123399;0.014028;0.249249;0;0.076923;0.181818;cat2
a17;0.101146;0.014404;0.03028;0.03125;0.076923;0.085227;cat0
a18;0.084963;0.014028;0.077202;0;0.134615;0.181818;cat1
a19;0.084963;0.029309;0.03028;0;0.096154;0.090909;cat0
a20;0.062711;0.154559;0.077202;0.554688;0.153846;0.363636;cat3
a21;0.084963;0.044965;0.097535;0;0.096154;0.181818;cat1
a22;0.084963;0.095065;0.095971;0;0.096154;0.113636;cat1
a23;0.084963;0.070015;0.095971;0;0.115385;0.363636;cat1
a24;0.062711;0.095065;0.095971;0;0.115385;0.363636;cat2
a25;0.204316;0.002004;0.092843;0;0.019231;0.068182;cat1
a26;0.204316;0.014028;0.03028;0.015625;0.019231;0.017045;cat0
a27;0.204316;0.006012;0.092843;0;0.019231;0.034091;cat1
a28;0.204316;0.006012;0.045921;0.015625;0.019231;0.017045;cat0
a29;0.204316;0.014028;0.077202;0.015625;0.019231;0.028409;cat1
a30;0.204316;0.006012;0.077202;0.015625;0.019231;0.034091;cat0
a31;0.005394;0.039016;0.039977;0.511719;0.230769;0.136364;cat3
a32;0.005394;0.039016;0.039977;0.511719;0.230769;0.136364;cat3
a33;0.022252;0.080035;0.162913;0.117188;0.230769;0.136364;cat2
a34;0.022252;0.080035;0.162913;0.117188;0.230769;0.136364;cat2
a35;0.026298;0.162074;0.326983;0.117188;0.230769;0.136364;cat3
a36;0.031693;0.162074;0.326983;0.117188;0.230769;0.136364;cat3
a37;0.022252;0.013652;0.03028;0.03125;0.019231;0.022727;cat0
a38;0.022252;0.029309;0.061562;0.03125;0.019231;0.028409;cat1
a39;0.022252;0.060621;0.124124;0.03125;0.019231;0.028409;cat1
a40;0.022252;0.029309;0.061562;0.03125;0.057692;0.028409;cat1
a41;0.022252;0.029309;0.124124;0.03125;0.057692;0.028409;cat1
a42;0.022252;0.060621;0.249249;0.03125;0.057692;0.028409;cat2
a43;0.022252;0.060621;0.249249;0.03125;0.057692;0.034091;cat2
a44;0.022252;0.060621;0.249249;0.03125;0.057692;0.034091;cat2
a45;0.07822;0.029309;0.186687;0.035156;0.057692;0.068182;cat2
a46;0.07822;0.029309;0.124124;0.035156;0.057692;0.068182;cat1
a47;0.534727;0.014028;0.007007;0.03125;0.019231;0.005682;cat0
a48;0.534727;0.029309;0.077202;0;0.019231;0.005682;cat1
a49;0.204316;0.014028;0.124124;0.015625;0.019231;0.028409;cat1
a50;0.123399;0.014028;0.124124;0.03125;0.019231;0.045455;cat1
a51;0.460553;0.01002;0.124124;0;0.019231;0.005682;cat1
a52;0.460553;0.006012;0.03028;0;0.019231;0.005682;cat0
a53;0.08294;0.029309;0.249249;0.0625;0.019231;0.017045;cat2
a54;0.123399;0.029309;0.124124;0;0.019231;0.011364;cat1
a55;0.062711;0.029309;0.061562;0.0625;0.019231;0.011364;cat1
a56;0.062711;0.029309;0.186687;0.0625;0.019231;0.011364;cat2
a57;0.136885;0.029309;0.124124;0.0625;0.019231;0.011364;cat1
a58;0.527984;0.006012;0.124124;0;0.019231;0.022727;cat1
a59;0.527984;0.006012;0.124124;0;0.019231;0.022727;cat1
a60;0.527984;0.006012;0.124124;0;0.019231;0.022727;cat1
a61;0.527984;0.006012;0.124124;0;0.019231;0.022727;cat1
a62;0.527984;0.006012;0.124124;0;0.019231;0.022727;cat1
a63;0.072825;0.014028;0.01464;0;0.153846;0.113636;cat0
a64;0.03911;0.060621;0.124124;0.25;0.019231;0.215909;cat2
a65;0.03911;0.060621;0.249249;0.25;0.019231;0.215909;cat3
a66;0.03911;0.060621;0.249249;0.5;0.019231;0.215909;cat3
a67;0.049225;0.006012;0.01464;0;0.057692;0.056818;cat0
a68;0.059339;0.006012;0.03028;0;0.057692;0.056818;cat0
a69;0.059339;0.029309;0.061562;0;0.057692;0.136364;cat1
a70;0.059339;0.060621;0.061562;0.03125;0.057692;0.107955;cat1
a71;0.03911;0.060621;0.124124;0.03125;0.057692;0.136364;cat2
a72;0.03911;0.091934;0.124124;0.03125;0.057692;0.272727;cat2
a73;0.106541;0.006012;0.03028;0;0.057692;0.136364;cat0
a74;0.190829;0.022044;0.045921;0;0.115385;0.136364;cat0
a75;0.190829;0.022044;0.045921;0.023438;0.115385;0.136364;cat0
a76;0.190829;0.022044;0.186687;0.023438;0.115385;0.136364;cat2
a77;0.190829;0.022044;0.069382;0;0.019231;0.136364;cat0
a78;0.190829;0.01002;0.186687;0.023438;0.019231;0.136364;cat2
a79;0.190829;0.004008;0.011011;0.023438;0.115385;0.136364;cat0
a80;0.109912;0.022044;0.186687;0.023438;0.019231;0.176136;cat2
a81;0.211059;0.029309;0.045921;0;0.038462;0.022727;cat0
a82;0.190829;0.029309;0.061562;0.03125;0.057692;0.363636;cat1
a83;0.190829;0.029309;0.249249;0.03125;0.038462;0.636364;cat2
a84;0.211059;0.029309;0.03028;0;0.019231;0.011364;cat0
a85;0.211059;0.029309;0.061562;0;0.057692;0.034091;cat0
a86;0.08294;0.060621;0.061562;0;0.057692;0.034091;cat1
a87;0.08294;0.060621;0.061562;0;0.076923;0.045455;cat1
a88;0.08294;0.060621;0.061562;0.03125;0.019231;0.113636;cat1
a89;0.08294;0.060621;0.499499;0.125;0.019231;0.113636;cat3
a90;0.08294;0.060621;0.124124;0.125;0.019231;0.306818;cat2
a91;0.08294;0.060621;0.499499;0.125;0.019231;0.306818;cat3
a92;0.08294;0.060621;0.499499;0.125;0.019231;0.306818;cat3
a93;0.08294;0.060621;0.061562;0.03125;0.019231;0.113636;cat1
a94;0.026972;0.123246;0.249249;0.003906;0.115385;0.068182;cat2
a95;0.026972;0.123246;0.374374;0.25;0.230769;0.090909;cat3
a96;0.006069;0.498998;0.499499;0.25;0.307692;0.136364;cat3
a97;0.006069;0.498998;0.499499;0.25;0.153846;0.136364;cat3
a98;0.006069;0.248497;0.499499;0;0.153846;0.136364;cat3
a99;0.006069;0.248497;0.249249;0;0.153846;0.090909;cat3
a100;0.312205;0.001002;0.007007;0;0.019231;0.005682;cat0
a101;0.125421;0.029309;0.03028;0;0.019231;0.028409;cat0
a102;0.066082;0.014028;0.092843;0.0625;0.019231;0.034091;cat1
a103;0.730276;0.014028;0.02246;0;0.019231;0.005682;cat0
a104;0.730276;0.022044;0.03028;0;0.019231;0.005682;cat0
a105;0.393122;0.022044;0.03028;0;0.019231;0.005682;cat0
a106;0.25826;0.060621;0.061562;0;0.019231;0.005682;cat1
a107;0.25826;0.123246;0.124124;0;0.019231;0.005682;cat2
a108;0.595415;0.029309;0.01464;0;0.019231;0.011364;cat0
a109;0.595415;0.014028;0.01464;0;0.019231;0.011364;cat0
a110;0.595415;0.029309;0.061562;0.015625;0.019231;0.011364;cat0
a111;0.595415;0.029309;0.061562;0.03125;0.019231;0.011364;cat1
a112;0.595415;0.060621;0.061562;0;0.057692;0.034091;cat1
a113;0.140256;0.060621;0.061562;0.03125;0.057692;0.034091;cat1
a114;0.140256;0.060621;0.061562;0.03125;0.057692;0.034091;cat1
a115;0.109912;0.060621;0.124124;0.03125;0.019231;0.034091;cat1
a116;0.113284;0.060621;0.249249;0.0625;0.019231;0.034091;cat2
a117;0.109912;0.060621;0.249249;0.0625;0.019231;0.034091;cat2
a118;0.140256;0.029309;0.061562;0.007813;0.057692;0.034091;cat0
a119;0.005394;0.060621;0.186687;0.03125;0.019231;0.022727;cat2
a120;0.005394;0.060621;0.186687;0.0625;0.057692;0.028409;cat2
a121;0;0.123246;0.249249;0.03125;0.115385;0.068182;cat3
a122;0;0.123246;0.249249;0.125;0.115385;0.068182;cat3
a123;1;0.022044;0.01464;0;0;0;cat0
a124;1;0.022044;0.03028;0;0;0;cat0
a125;0.527984;0.022044;0.03028;0;0;0;cat0
a126;0.022252;0.060621;0.061562;0;0.057692;0.034091;cat1
a127;0.022252;0.060621;0.124124;0.03125;0.057692;0.034091;cat1
a128;0.022252;0.060621;0.124124;0.03125;0.019231;0.034091;cat1
a129;0.022252;0.060621;0.249249;0.09375;0.019231;0.034091;cat2
a130;0.022252;0.060621;0.249249;0.09375;0.019231;0.034091;cat2
a131;0.022252;0.248497;0.249249;0.1875;0.019231;0.056818;cat3
a132;0.055968;0.029309;0.124124;0;0.038462;0.034091;cat1
a133;0.055968;0.029309;0.124124;0.09375;0.038462;0.034091;cat2
a134;0.055968;0.029309;0.124124;0.09375;0.057692;0.034091;cat2
a135;0.022252;0.060621;0.249249;0.046875;0.057692;0.090909;cat2
a136;0.022252;0.060621;0.249249;0.09375;0.115385;0.090909;cat2
a137;0.022252;0.060621;0.249249;0.09375;0.115385;0.090909;cat2
a138;0.089683;0.014028;0.061562;0;0.153846;0.727273;cat1
a139;0.066082;0.060621;0.124124;0.0625;0.019231;0.017045;cat2
a140;0.066082;0.060621;0.061562;0.007813;0.019231;0.028409;cat1
a141;0.050573;0.060621;0.124124;0.125;0.019231;0.034091;cat2
a142;0.050573;0.060621;0.124124;0.125;0.019231;0.034091;cat2
a143;0.050573;0.060621;0.124124;0.015625;0.019231;0.034091;cat1
a144;0.03911;0.123246;0.249249;0.0625;0.019231;0.034091;cat2
a145;0.028995;0.123246;0.249249;0.125;0.019231;0.034091;cat2
a146;0.028995;0.060621;0.249249;0.25;0.096154;0.045455;cat3
a147;0.028995;0.123246;0.249249;0.25;0.096154;0.045455;cat3
a148;0.022252;0.123246;0.249249;0.25;0.096154;0.056818;cat3
a149;0.037087;0.123246;0.249249;0.25;0.153846;0.090909;cat3
a150;0.037087;0.060621;0.124124;0.0625;0.115385;0.045455;cat2
a151;0.015509;0.248497;0.249249;0.125;0.153846;0.090909;cat3
a152;0.015509;0.248497;0.499499;0.25;0.153846;0.136364;cat3
a153;0.012138;0.248497;0.499499;0.25;0.153846;0.136364;cat3
a154;0.01416;0.498998;0.499499;0.5;0.307692;0.181818;cat3
a155;0.020904;0.123246;0.374374;0.125;0.153846;0.136364;cat3
a156;0.01416;0.248497;0.499499;0.25;0.153846;0.136364;cat3
a157;0.008766;0.498998;0.499499;1;0.307692;0.136364;cat3
a158;0.064059;0.029309;0.01464;0;0.019231;0.022727;cat0
a159;0.045179;0.029309;0.03028;0;0.019231;0.034091;cat0
a160;0.026298;0.029309;0.061562;0;0.019231;0.034091;cat0
a161;0.026298;0.060621;0.092843;0;0.019231;0.045455;cat1
a162;0.026298;0.060621;0.124124;0;0.019231;0.045455;cat1
a163;0.026298;0.123246;0.124124;0;0.019231;0.045455;cat2
a164;0.026298;0.123246;0.186687;0;0.019231;0.045455;cat2
a165;0.026298;0.123246;0.249249;0;0.019231;0.045455;cat2
a166;0.01416;0.123246;0.124124;0.125;0.307692;0.181818;cat2
a167;0.01416;0.123246;0.124124;0.125;0.307692;0.181818;cat2
a168;0.01416;0.248497;0.249249;0.25;0.076923;0.045455;cat3
a169;0.01416;0.248497;0.374374;0.625;0.076923;0.045455;cat3
a170;0.01416;0.123246;0.249249;0.5;0.307692;0.181818;cat3
a171;0.123399;0.029309;0.03028;0;0.019231;0.011364;cat0
a172;0.123399;0.029309;0.061562;0;0.019231;0.022727;cat0
a173;0.123399;0.060621;0.124124;0.25;0.019231;0.028409;cat2
a174;0.157114;0.014028;0.061562;0;0.019231;0.039773;cat0
a175;0.157114;0.014028;0.061562;0;0.076923;0.039773;cat0
a176;0.157114;0.029309;0.249249;0.003906;0.019231;0.045455;cat2
a177;0.096426;0.014028;0.061562;0.007813;0.019231;0.028409;cat0
a178;0.096426;0.014028;0.03028;0.007813;0.057692;0.045455;cat0
a179;0.096426;0.029309;0.061562;0.03125;0.019231;0.079545;cat1
a180;0.096426;0.029309;0.124124;0.0625;0.019231;0.079545;cat1
a181;0.096426;0.060621;0.124124;0.125;0.019231;0.073864;cat2
a182;0.150371;0.014028;0.01464;0.03125;0.019231;0.017045;cat0
a183;0.150371;0.014028;0.03028;0.03125;0.019231;0.028409;cat0
a184;0.059339;0.060621;0.061562;0.03125;0.057692;0.045455;cat1
a185;0.059339;0.060621;0.092843;0.0625;0.115385;0.090909;cat1
a186;0.059339;0.060621;0.124124;0.0625;0.076923;0.079545;cat2
a187;0.023601;0.123246;0.249249;0.125;0.076923;0.068182;cat2
a188;0.035738;0.123246;0.186687;0.03125;0.115385;0.045455;cat2
a189;0.028321;0.123246;0.186687;0.125;0.115385;0.068182;cat2
a190;0.028321;0.248497;0.249249;0.25;0.230769;0.136364;cat3
a191;0.006069;0.248497;0.374374;0.125;0.153846;0.090909;cat3
a192;0.006069;0.248497;0.499499;0.25;0.230769;0.090909;cat3
a193;0.006069;0.248497;0.499499;0.5;0.461538;0.181818;cat3
a194;0.066757;0.060621;0.124124;0.125;0.096154;0.159091;cat2
a195;0.022252;0.060621;0.499499;0.09375;0.115385;0.147727;cat3
a196;0.022252;0.060621;0.499499;0.1875;0.5;0.295455;cat3
a197;0.022252;0.060621;0.499499;0.4375;1;0.590909;cat3
a198;0.022252;0.123246;0.499499;0.4375;1;0.590909;cat3
a199;0.008766;0.248497;1;0.375;0.230769;1;cat3
a200;0.008766;0.248497;1;0.5;0.230769;1;cat3
a201;0.109912;0.0062;0.061562;0;0.019231;0.017045;cat0
a202;0.109912;0.014028;0.061562;0;0.019231;0.017045;cat0
a203;0.109912;0.0062;0.061562;0;0.019231;0.017045;cat0
a204;0.109912;0.014028;0.061562;0;0.019231;0.017045;cat0
a205;0.072151;0.029309;0.124124;0;0.019231;0.045455;cat1
a206;0.054619;0.029309;0.124124;0.125;0.038462;0.045455;cat2
a207;0.072825;0.060621;0.124124;0;0.038462;0.079545;cat1
a208;0.312205;0.014028;0.124124;0.125;0;0;cat2
a209;0.312205;0.029309;0.061562;0;0;0;cat0
