criterion;direction;;;;;
c1;1;;;;;
c2;1;;;;;
c3;1;;;;;
c4;1;;;;;
;;;;;;
category;rank;;;;;
cat2;1;;;;;
cat1;2;;;;;
;;;;;;
pt;c1;c2;c3;c4;score;assignment
a1;13;6;12;2;4;cat1
a2;2;7;9;2;2;cat1
a3;12;8;7;6;7;cat2
a4;7;10;8;13;6;cat2
a5;13;6;5;0;4;cat1
a6;10;13;5;0;7;cat2
a7;12;9;10;6;5;cat2
a8;1;3;10;7;3;cat1
a9;8;5;10;2;3;cat1
a10;7;3;7;0;2;cat1
a11;14;11;13;14;9;cat2
a12;13;6;12;2;6;cat2
a13;14;11;13;14;8;cat2
a14;7;3;7;0;2;cat1
a15;2;9;7;5;5;cat2
a16;9;3;10;5;4;cat1
a17;12;4;5;13;5;cat2
a18;9;3;10;5;3;cat1
a19;3;2;0;14;2;cat1
a20;12;6;4;10;3;cat1
a21;9;2;7;10;6;cat2
a22;5;13;0;11;6;cat2
a23;12;10;12;7;8;cat2
a24;10;3;6;14;2;cat1
a25;12;6;4;10;4;cat1
a26;8;12;6;1;7;cat2
a27;10;2;13;4;4;cat1
a28;9;2;7;10;6;cat2
a29;0;5;7;2;1;cat1
a30;12;4;9;14;4;cat1
a31;11;13;10;1;8;cat2
a32;8;12;6;1;5;cat2
a33;12;10;12;7;8;cat2
a34;2;14;2;9;9;cat2
a35;2;1;5;1;4;cat1
a36;13;6;5;0;3;cat1
a37;2;14;2;9;3;cat1
a38;10;7;1;6;4;cat1
a39;12;9;10;6;7;cat2
a40;13;6;12;2;4;cat1
a41;8;12;6;1;6;cat2
a42;12;4;5;13;2;cat1
a43;14;2;4;1;3;cat1
a44;8;6;4;5;1;cat1
a45;13;6;12;2;3;cat1
a46;1;2;12;4;1;cat1
a47;10;2;13;4;5;cat2
a48;14;0;6;0;3;cat1
a49;2;7;9;2;2;cat1
a50;13;6;5;0;3;cat1
a51;3;3;5;9;3;cat1
a52;5;7;3;12;1;cat1
a53;13;6;12;2;5;cat2
a54;12;6;4;10;3;cat1
a55;2;7;9;2;3;cat1
a56;1;2;12;6;2;cat1
a57;2;1;5;1;3;cat1
a58;12;8;7;6;6;cat2
a59;7;12;6;4;6;cat2
a60;2;14;2;9;5;cat2
a61;7;10;8;13;6;cat2
a62;13;9;2;8;6;cat2
a63;1;2;12;6;7;cat2
a64;2;1;5;1;1;cat1
a65;14;0;6;0;2;cat1
a66;0;5;7;2;3;cat1
a67;5;7;3;12;4;cat1
a68;14;11;13;14;9;cat2
a69;13;6;5;0;6;cat2
a70;12;6;4;10;5;cat2
a71;5;13;0;11;6;cat2
a72;0;5;7;2;2;cat1
a73;14;11;13;14;9;cat2
a74;10;3;6;14;4;cat1
a75;8;12;6;1;5;cat2
a76;10;7;1;6;6;cat2
a77;1;2;12;4;2;cat1
a78;13;9;2;8;6;cat2
a79;12;6;4;10;6;cat2
a80;9;3;10;5;4;cat1
a81;9;2;7;10;5;cat2
a82;8;12;6;1;6;cat2
a83;10;3;6;14;2;cat1
a84;2;14;2;9;2;cat1
a85;0;5;7;2;6;cat2
a86;7;10;8;13;4;cat1
a87;13;9;2;8;7;cat2
a88;10;2;13;4;3;cat1
a89;9;8;5;2;4;cat1
a90;3;2;0;14;2;cat1
a91;3;2;0;14;1;cat1
a92;2;7;9;2;3;cat1
a93;12;8;7;6;7;cat2
a94;13;9;2;8;6;cat2
a95;7;12;6;4;5;cat2
a96;3;6;2;12;4;cat1
a97;8;6;4;5;4;cat1
a98;1;2;12;6;1;cat1
a99;2;7;9;2;4;cat1
a100;8;5;10;2;5;cat2
a101;13;3;6;6;3;cat1
a102;3;6;2;12;1;cat1
a103;12;9;10;6;7;cat2
a104;3;3;5;9;1;cat1
a105;7;10;8;13;4;cat1
a106;9;8;5;2;6;cat2
a107;1;2;12;4;3;cat1
a108;7;3;7;0;6;cat2
a109;12;10;12;7;8;cat2
a110;0;5;7;2;1;cat1
a111;8;5;10;2;4;cat1
a112;3;6;2;12;3;cat1
a113;5;13;0;11;7;cat2
a114;12;9;10;6;7;cat2
a115;7;10;8;13;8;cat2
a116;5;13;0;11;4;cat1
a117;0;10;12;7;2;cat1
a118;7;10;8;13;5;cat2
a119;7;12;6;4;6;cat2
a120;5;13;0;11;4;cat1
a121;8;12;6;1;5;cat2
a122;0;10;12;7;3;cat1
a123;0;5;7;2;1;cat1
a124;10;13;5;0;7;cat2
a125;12;4;5;13;3;cat1
a126;8;12;6;1;7;cat2
a127;14;11;13;14;6;cat2
a128;5;13;0;11;6;cat2
a129;0;10;12;7;6;cat2
a130;9;8;5;2;4;cat1
a131;8;6;4;5;4;cat1
a132;13;3;6;6;5;cat2
a133;14;4;8;14;4;cat1
a134;1;3;10;7;2;cat1
a135;10;2;13;4;4;cat1
a136;7;3;7;0;1;cat1
a137;3;6;2;12;3;cat1
a138;8;5;10;2;5;cat2
a139;1;9;4;1;5;cat2
a140;5;7;3;12;3;cat1
a141;10;13;5;0;3;cat1
a142;11;13;10;1;7;cat2
a143;12;4;5;13;2;cat1
a144;8;12;6;1;4;cat1
a145;12;9;10;6;3;cat1
a146;10;3;6;14;2;cat1
a147;14;4;8;14;7;cat2
a148;10;13;5;0;4;cat1
a149;10;2;13;4;5;cat2
a150;9;2;7;10;4;cat1
a151;1;3;10;7;4;cat1
a152;8;6;4;5;5;cat2
a153;12;4;9;14;4;cat1
a154;7;3;7;0;1;cat1
a155;2;1;5;1;3;cat1
a156;3;6;2;12;3;cat1
a157;12;8;7;6;5;cat2
a158;2;9;7;5;5;cat2
a159;10;3;6;14;3;cat1
a160;10;2;13;4;5;cat2
a161;12;9;10;6;8;cat2
a162;7;12;6;4;4;cat1
a163;12;9;10;6;7;cat2
a164;1;3;10;7;4;cat1
a165;5;13;0;11;5;cat2
a166;0;10;12;7;7;cat2
a167;2;14;2;9;6;cat2
a168;0;10;12;7;6;cat2
a169;12;8;7;6;6;cat2
a170;14;0;6;0;1;cat1
a171;12;4;9;14;4;cat1
a172;5;13;0;11;3;cat1
a173;5;7;3;12;7;cat2
a174;2;14;2;9;6;cat2
a175;5;13;0;11;7;cat2
a176;2;9;7;5;1;cat1
a177;5;7;3;12;3;cat1
a178;5;13;0;11;4;cat1
a179;14;11;13;14;7;cat2
a180;5;13;0;11;4;cat1
a181;3;2;0;14;7;cat2
a182;2;9;7;5;2;cat1
a183;12;4;9;14;3;cat1
a184;13;6;5;0;2;cat1
a185;1;2;12;6;2;cat1
a186;13;6;5;0;2;cat1
a187;5;13;0;11;5;cat2
a188;3;6;2;12;5;cat2
a189;0;5;7;2;1;cat1
a190;12;8;7;6;5;cat2
a191;8;5;10;2;5;cat2
a192;8;6;4;5;2;cat1
a193;14;2;4;1;3;cat1
a194;3;6;2;12;2;cat1
a195;12;9;10;6;7;cat2
a196;7;10;8;13;4;cat1
a197;14;2;4;1;3;cat1
a198;3;3;5;9;2;cat1
a199;8;6;4;5;4;cat1
a200;9;8;5;2;7;cat2
a201;9;8;5;2;2;cat1
a202;1;2;12;4;6;cat2
a203;0;5;7;2;1;cat1
a204;1;9;4;1;2;cat1
a205;8;12;6;1;5;cat2
a206;13;3;6;6;3;cat1
a207;2;1;5;1;1;cat1
a208;1;2;12;4;5;cat2
a209;10;13;5;0;7;cat2
a210;1;2;12;4;3;cat1
a211;2;7;9;2;2;cat1
a212;10;13;5;0;8;cat2
a213;14;11;13;14;3;cat1
a214;12;4;9;14;8;cat2
a215;1;2;12;4;1;cat1
a216;5;13;0;11;2;cat1
a217;13;6;12;2;6;cat2
a218;1;3;10;7;6;cat2
a219;5;13;0;11;7;cat2
a220;5;7;3;12;1;cat1
a221;2;14;2;9;5;cat2
a222;9;8;5;2;4;cat1
a223;7;3;7;0;1;cat1
a224;14;11;13;14;9;cat2
a225;1;2;12;4;1;cat1
a226;9;3;10;5;3;cat1
a227;12;9;10;6;8;cat2
a228;2;7;9;2;5;cat2
a229;1;9;4;1;3;cat1
a230;13;6;12;2;4;cat1
a231;14;0;6;0;4;cat1
a232;12;10;12;7;7;cat2
a233;13;9;2;8;4;cat1
a234;10;13;5;0;7;cat2
a235;11;13;10;1;7;cat2
a236;0;10;12;7;2;cat1
a237;10;7;1;6;3;cat1
a238;13;9;2;8;6;cat2
a239;13;9;2;8;4;cat1
a240;10;10;6;9;6;cat2
a241;1;2;12;4;5;cat2
a242;9;3;10;5;2;cat1
a243;1;9;4;1;2;cat1
a244;3;6;2;12;5;cat2
a245;7;12;6;4;5;cat2
a246;2;1;5;1;1;cat1
a247;5;13;0;11;4;cat1
a248;7;10;8;13;4;cat1
a249;0;5;7;2;1;cat1
a250;8;5;10;2;3;cat1
a251;12;4;9;14;5;cat2
a252;12;10;12;7;5;cat2
a253;1;2;12;6;2;cat1
a254;10;7;1;6;4;cat1
a255;10;10;6;9;6;cat2
a256;12;8;7;6;6;cat2
a257;14;2;4;1;3;cat1
a258;2;7;9;2;4;cat1
a259;3;6;2;12;2;cat1
a260;13;6;12;2;3;cat1
a261;0;10;12;7;2;cat1
a262;9;2;7;10;2;cat1
a263;0;10;12;7;1;cat1
a264;14;4;8;14;5;cat2
a265;10;3;6;14;8;cat2
a266;7;3;7;0;3;cat1
a267;11;13;10;1;7;cat2
a268;14;11;13;14;8;cat2
a269;3;3;5;9;2;cat1
a270;2;7;9;2;4;cat1
a271;3;6;2;12;2;cat1
a272;2;1;5;1;2;cat1
a273;12;8;7;6;3;cat1
a274;13;6;5;0;7;cat2
a275;2;14;2;9;5;cat2
a276;2;9;7;5;5;cat2
a277;13;9;2;8;4;cat1
a278;8;5;10;2;5;cat2
a279;12;10;12;7;4;cat1
a280;10;10;6;9;5;cat2
a281;9;3;10;5;2;cat1
a282;13;9;2;8;6;cat2
a283;12;8;7;6;6;cat2
a284;12;6;4;10;3;cat1
a285;7;12;6;4;3;cat1
a286;12;4;5;13;3;cat1
a287;8;6;4;5;1;cat1
a288;10;13;5;0;7;cat2
a289;2;14;2;9;6;cat2
a290;9;3;10;5;4;cat1
a291;12;10;12;7;7;cat2
a292;9;3;10;5;4;cat1
a293;8;12;6;1;5;cat2
a294;2;9;7;5;5;cat2
a295;0;10;12;7;4;cat1
a296;9;2;7;10;4;cat1
a297;5;7;3;12;3;cat1
a298;13;6;12;2;4;cat1
a299;12;10;12;7;7;cat2
a300;10;10;6;9;4;cat1
a301;12;6;4;10;6;cat2
a302;10;7;1;6;3;cat1
a303;2;7;9;2;4;cat1
a304;0;5;7;2;2;cat1
a305;2;7;9;2;1;cat1
a306;3;3;5;9;1;cat1
a307;10;10;6;9;3;cat1
a308;10;3;6;14;4;cat1
a309;7;10;8;13;4;cat1
a310;9;8;5;2;5;cat2
a311;13;9;2;8;4;cat1
a312;12;9;10;6;6;cat2
a313;12;9;10;6;7;cat2
a314;14;0;6;0;1;cat1
a315;12;4;5;13;7;cat2
a316;10;10;6;9;6;cat2
a317;13;6;5;0;7;cat2
a318;12;6;4;10;5;cat2
a319;5;13;0;11;7;cat2
a320;10;10;6;9;5;cat2
a321;3;6;2;12;7;cat2
a322;2;14;2;9;1;cat1
a323;5;13;0;11;3;cat1
a324;1;2;12;4;2;cat1
a325;1;3;10;7;2;cat1
a326;8;6;4;5;1;cat1
a327;12;8;7;6;5;cat2
a328;12;4;5;13;4;cat1
a329;10;7;1;6;3;cat1
a330;10;7;1;6;6;cat2
a331;10;3;6;14;6;cat2
a332;8;5;10;2;3;cat1
a333;10;10;6;9;6;cat2
a334;13;3;6;6;7;cat2
a335;11;13;10;1;9;cat2
a336;8;5;10;2;6;cat2
a337;0;10;12;7;1;cat1
a338;13;6;12;2;1;cat1
a339;3;6;2;12;3;cat1
a340;9;2;7;10;4;cat1
a341;7;12;6;4;8;cat2
a342;10;10;6;9;5;cat2
a343;14;2;4;1;4;cat1
a344;3;3;5;9;1;cat1
a345;10;2;13;4;6;cat2
a346;7;3;7;0;1;cat1
a347;9;8;5;2;2;cat1
a348;9;3;10;5;4;cat1
a349;2;7;9;2;1;cat1
a350;13;9;2;8;6;cat2
a351;8;12;6;1;4;cat1
a352;14;0;6;0;7;cat2
a353;14;4;8;14;3;cat1
a354;13;6;12;2;6;cat2
a355;1;2;12;4;1;cat1
a356;13;9;2;8;5;cat2
a357;1;9;4;1;5;cat2
a358;5;13;0;11;5;cat2
a359;0;5;7;2;5;cat2
a360;7;12;6;4;6;cat2
a361;14;11;13;14;9;cat2
a362;8;12;6;1;7;cat2
a363;13;3;6;6;2;cat1
a364;3;2;0;14;1;cat1
a365;5;7;3;12;2;cat1
a366;9;3;10;5;2;cat1
a367;2;14;2;9;3;cat1
a368;5;13;0;11;5;cat2
a369;0;10;12;7;7;cat2
a370;10;7;1;6;4;cat1
a371;2;7;9;2;2;cat1
a372;10;7;1;6;3;cat1
a373;14;0;6;0;3;cat1
a374;7;3;7;0;2;cat1
a375;12;10;12;7;8;cat2
a376;13;9;2;8;4;cat1
a377;14;0;6;0;1;cat1
a378;1;3;10;7;2;cat1
a379;13;6;5;0;5;cat2
a380;2;9;7;5;1;cat1
a381;1;2;12;6;3;cat1
a382;7;10;8;13;9;cat2
a383;9;2;7;10;2;cat1
a384;10;13;5;0;5;cat2
a385;13;6;5;0;4;cat1
a386;7;10;8;13;3;cat1
a387;2;9;7;5;4;cat1
a388;3;3;5;9;7;cat2
a389;10;7;1;6;5;cat2
a390;12;4;9;14;5;cat2
a391;12;9;10;6;6;cat2
a392;13;6;12;2;6;cat2
a393;10;3;6;14;1;cat1
a394;2;1;5;1;2;cat1
a395;13;9;2;8;5;cat2
a396;1;2;12;6;5;cat2
a397;11;13;10;1;8;cat2
a398;10;2;13;4;1;cat1
a399;1;2;12;4;2;cat1
a400;12;10;12;7;7;cat2
a401;10;13;5;0;5;cat2
a402;2;14;2;9;2;cat1
a403;9;8;5;2;4;cat1
a404;7;3;7;0;2;cat1
a405;7;10;8;13;7;cat2
a406;2;1;5;1;4;cat1
a407;14;0;6;0;6;cat2
a408;9;3;10;5;4;cat1
a409;10;3;6;14;7;cat2
a410;5;7;3;12;5;cat2
a411;10;10;6;9;7;cat2
a412;1;3;10;7;3;cat1
a413;14;4;8;14;4;cat1
a414;2;1;5;1;1;cat1
a415;7;3;7;0;3;cat1
a416;10;2;13;4;5;cat2
a417;12;6;4;10;5;cat2
a418;3;3;5;9;6;cat2
a419;14;4;8;14;7;cat2
a420;3;6;2;12;3;cat1
a421;10;10;6;9;5;cat2
a422;3;6;2;12;2;cat1
a423;13;3;6;6;1;cat1
a424;1;9;4;1;6;cat2
a425;10;10;6;9;4;cat1
a426;13;6;12;2;5;cat2
a427;7;3;7;0;4;cat1
a428;3;2;0;14;1;cat1
a429;2;14;2;9;5;cat2
a430;2;14;2;9;1;cat1
a431;12;4;9;14;5;cat2
a432;3;6;2;12;2;cat1
a433;10;13;5;0;7;cat2
a434;12;9;10;6;6;cat2
a435;14;2;4;1;3;cat1
a436;1;3;10;7;1;cat1
a437;10;13;5;0;6;cat2
a438;10;2;13;4;7;cat2
a439;0;10;12;7;4;cat1
a440;14;4;8;14;6;cat2
a441;10;13;5;0;7;cat2
a442;2;7;9;2;7;cat2
a443;3;2;0;14;6;cat2
a444;13;3;6;6;2;cat1
a445;8;6;4;5;3;cat1
a446;7;3;7;0;2;cat1
a447;12;6;4;10;3;cat1
a448;9;3;10;5;3;cat1
a449;3;2;0;14;2;cat1
a450;14;4;8;14;6;cat2
a451;13;3;6;6;5;cat2
a452;8;5;10;2;3;cat1
a453;14;2;4;1;3;cat1
a454;12;4;9;14;4;cat1
a455;12;6;4;10;2;cat1
a456;13;6;5;0;4;cat1
a457;12;10;12;7;7;cat2
a458;7;3;7;0;3;cat1
a459;13;3;6;6;5;cat2
a460;12;4;5;13;6;cat2
a461;12;4;9;14;4;cat1
a462;9;2;7;10;5;cat2
a463;13;6;12;2;2;cat1
a464;2;14;2;9;4;cat1
a465;13;6;5;0;4;cat1
a466;14;11;13;14;9;cat2
a467;13;9;2;8;7;cat2
a468;3;6;2;12;5;cat2
a469;3;2;0;14;2;cat1
a470;14;11;13;14;7;cat2
a471;8;5;10;2;4;cat1
a472;8;5;10;2;2;cat1
a473;1;3;10;7;1;cat1
a474;12;4;5;13;3;cat1
a475;8;12;6;1;4;cat1
a476;1;2;12;4;3;cat1
a477;3;6;2;12;2;cat1
a478;2;1;5;1;1;cat1
a479;11;13;10;1;9;cat2
a480;1;2;12;4;2;cat1
a481;12;4;5;13;5;cat2
a482;13;3;6;6;5;cat2
a483;10;13;5;0;5;cat2
a484;5;7;3;12;3;cat1
a485;3;6;2;12;3;cat1
a486;0;10;12;7;5;cat2
a487;8;6;4;5;5;cat2
a488;1;3;10;7;1;cat1
a489;12;4;5;13;4;cat1
a490;14;2;4;1;7;cat2
a491;1;9;4;1;5;cat2
a492;1;2;12;4;3;cat1
a493;12;9;10;6;7;cat2
